Word,Definition,Image_Search,Image_Link,Sketch_Link
FALLACIOUS,misleading,misleading,https://images.pexels.com/photos/33224135/pexels-photo-33224135.jpeg,https://pixabay.com/get/gb336e91c592414d31e1cead189e3f5733257fb451f5679957226578d82591769de1b272b93b248522d27aadd7ef768d4be74d44810e40c2288ad93ccc600c689_1280.png
FALLOW,inactive,inactive,https://images.pexels.com/photos/13779102/pexels-photo-13779102.jpeg,https://pixabay.com/get/geca0974240193f16e9066ed4bbf5bf275a058827f82b1c07fe52c2dbfc8a16d8888186c4b9e9179557a64ec778a409a350b68ff1f371e1c64dfd32f5de0c1511_1280.png
FATUOUS,silly,silly,https://pixabay.com/get/g11750c909788e5875b7d86777101abed9d835a820e63755ccab13084233f7769282508538802f2543181b7e52e1911d2cf4ac322ae452c15bcd4828fb275fa39_1280.jpg,https://pixabay.com/get/gc490b7eb8c21a6b2295734ca8f8659a831419a35f8590dfdaf1ecf3426e323db5869e0d11d821d1998871643c844b02a3c2e4499750cc36016aa946943da772e_1280.png
FAUNA,animals,animals,https://pixabay.com/get/g2dc4a7dfb70f508375d0d0c945dc65468977cbe411dcb5ccfb88735dd50e6c5de3a9363ecfa51fee48e5b96abc1073bfcbb829744cb49308a2240ffcd93781f7_1280.jpg,https://pixabay.com/get/g86189e2b33505918b7f3217521512fffc5987d073228fb201ae949e48d1040bf808dfcc2b3341d446b88ab89ba67c7a742e1403f3f6bcd52ce59178a2aa62a79_1280.png
FAWNING,flattering,flattering,https://pixabay.com/get/g4f174c2f3491667aa0e9bd859617b695481b17311c5ed7a9738245508f93de030a39dbac5c7e1ea04e8605c3564f6f542f1019ac9ad94e547d174f0bc1a428b8_1280.jpg,https://pixabay.com/get/gc84951b05e19df5e558d0b6edb7a7a886ac058b6e0bba9d714ae9de3803e248e691c3da30f2611cb5eea2918ed651c149c5191f85a8771d9d9d56bdc3ce5e343_1280.png
FELICITOUS,apt,felicitous,https://pixabay.com/get/g3c4d628fdf7d4ae28903c91a72485ec1656e7979647990e6d0ba02dd088ba0106b0afbff5476cd2cc09aee9c695e68b1e803d348ae7b3a9edd2feb527eea4e13_1280.jpg,https://pixabay.com/get/g7dde89bc6cf2cea334c571cd5fbff1b432f414c0f6a42e6bfda219a5c74ee57c6ffdcd383f9cfde65dcfce747497e6c9679db99b6314a117abfad522af665262_1280.jpg
FERAL,wild,feral,https://images.pexels.com/photos/15931947/pexels-photo-15931947.jpeg,https://pixabay.com/get/g6cd9e8ddb1793e786d5d61bd1d7567c6add31fdbdeae6abff7c13fa7877d7a4e22091ff769593b84e6391997a9c857ca5762625b4ebe1237fb8a8ead83268eba_1280.png
FERVOR,passion,passion,https://images.pexels.com/photos/30905880/pexels-photo-30905880.jpeg,https://pixabay.com/get/g5c4ce8c14bf9d38006a3be50d6e472ada377b0a977975899bc3d5fad6a05187cfd15eb54ae0d1b49d7e0cd3faafb7a0c7e6f84cefcff546aee4657419c1256f2_1280.png
FETID,stinking,stinking,https://pixabay.com/get/g60cde741b580c532c519afdcba597fea2a12465ae5a7cf2a313f737e43d44dc9411848f8f5e63a1082438082222cde750c5652f68814274ab2a1bbf81f3fc50f_1280.jpg,https://pixabay.com/get/g17e22af6da8e200f163ece7a4379ce42742c5d141c63e87ccf3ba5db5ed3ecb3238f9115d18d00761a2d74c43073e49d4bf8e1d1b37672cae2b51304c049963d_1280.png
FETTER,to chain,chain,https://pixabay.com/get/g826a2246250483f327132b9a342e555ce1b1d612ed1ddb3c3812810e664a924dd5c333a8d810139faa51e4c588e1705168ef0dd541d7a217db18a03c634269ca_1280.jpg,https://pixabay.com/get/gab4045f285917ccd2f7af9ee8a8bb42f0d4d2eab56d28e6f0df7fea9cd50016444a2a33e9d8506a2ed085de5a5205867605e86c412160d1df9a4ff1659fbadc0_1280.png
FIAT,decree,decree,https://pixabay.com/get/g2ad062905b7a3cf86343a026830d503405c25e254d562dcfeb6df8eba483fb9cfca7f18b7ffc1b821edaade2b7bc7e26e1771b8f9032d73cb25a0066eccc4baa_1280.jpg,https://pixabay.com/get/g6f096321f66fa208b02f2131f10a346e6f9a20159cf22a8caa273e954c19cd5d3097752ab654347d68fe9f06b5d2273686f42ba33770bbbd1199d09d31513f20_1280.png
FIDELITY,loyalty,fidelity,https://images.pexels.com/photos/15840650/pexels-photo-15840650.jpeg,https://pixabay.com/get/g41629a795668273939e81735243698785ed23894c716428960c79b8f3f1e4be29ec7159ca9fb465b5a0e4b40b66877dfd55038cf25c608eb256d404ed24b094b_1280.png
FILIBUSTER,obstruction,obstruction,https://pixabay.com/get/gcc8d8efd51ccc787b0087aed137dd5f377ca70e39a149177fd7acd51c38c56b5e1aae28fe189a8a34020355ddaec6e03fbd21750390074ffd18a0e398aa73d85_1280.jpg,https://pixabay.com/get/gce34aa2586ad43764b78f5142f18a935e42e47fbbcfc05e1ed70d7982f6c5edcf04f18ba10a6a78faad9c08512cfea024581abb493a634df2207908eae9ce719_1280.png
FINESSE,skill,skill,https://pixabay.com/get/g1e513a2f973267f15168881f10f976080ee6f9fa13114498c306c0e4234b5e73396e0a008ef793c5dc92d32a4ec31228d26ecb544227c0ec074c0e7818dd0687_1280.jpg,https://pixabay.com/get/g2acdf7a57fe2d21a69dded03cfd4b61eed9d1e3454e3cedc94045d4b7be672eb3d059dd8229375ef85fcebc490939ac50df33a0a1a1eb47fc5c3764d84f6ac2e_1280.png
FISSURE,crack,crack,https://pixabay.com/get/g3911b6268520840c2aec45d042223106df3380d8c8bf40866a567df22240c1c702822fab38c4324d38d2a84ed132249033d617e3d7d532a4095c770e6882ddc6_1280.jpg,https://pixabay.com/get/g25a88b6a5fc7c2e9a5b5842ce4abdec9f251b2a72b039d6dd83d57632a5cd268f6d3453102b16568617968940aeb8caf3afb195451b7f04ecdd94c895bf950b9_1280.png
FLAG,to weaken,weaken,https://images.pexels.com/photos/36439557/pexels-photo-36439557.jpeg,https://pixabay.com/get/gb5e488a8ee72c53391453c317ba283fb6a322b7497e20a82f3e8a7f1671f9cc7baef6f1925d79f53ee977f6d0314b36e98a8c9264964a96fac96cc3c2a43c7bb_1280.png
FLEDGLING,novice,novice,https://pixabay.com/get/g55d079eb0ef5960240dd427bee852aa2b055eab12fdd0e5c868d06684ddd079b76c2edc1708177532f472faccea591beec29cc71b54e8c253498ab9a373d7ac5_1280.jpg,https://pixabay.com/get/g44d37b52b4db61328fb71a5127d868e7000677f6f3bbeea9fa4565d9b80a1268f61aeb9bb6afe28311bb4426ad72a42cfda18a6580ca32a673dd71a4c9d63952_1280.png
FLORA,plants,plants,https://images.pexels.com/photos/4484184/pexels-photo-4484184.jpeg,https://pixabay.com/get/gc5976333e110b4f69569ddc9668d02ab845dbd50aeeb8fe1f726a9ee3799637a1823a36732b8bb8b78f4ef0bce18e7cf_1280.png
FLORID,flowery,flowery,https://pixabay.com/get/g32a4b7a41a2a601a589b2be3cf7a9993ba1f371483c39231e954ff99924a37e1db416f96ec1f3221a51f5bb43575234b214774da23bba93b2a674c4f25b0321b_1280.jpg,https://pixabay.com/get/g724c764ae7ee1f431ab1f64d88a2e78b7474cba1eb1884af30a1afa5d48287465be144ce4f71cb281cf3fcfe112885d0024e44312326837585cd40860f692376_1280.png
FLOURISH,to thrive,thrive,https://pixabay.com/get/gdd8da491dc256ec39f40aca553e53a1f5b85eec0df91a5c1db66c6092b6946ff935ada407a11dde68e13b79d0fc1f89f5b7e357af301848ce332619de801d2ba_1280.jpg,https://pixabay.com/get/gac19bad075570c3ec4d58afd34b39db07ae5e811c36dbe945aa016ffdffca3a42998a75396098d76c404563b64b7ef1fc3790b9236cdb5493b94dd076008cdc7_1280.png
FLOUT,to disregard,disregard,https://pixabay.com/get/g57fca8874d1b00cc20b25904d24e70aa1ea9c629eceefdc05570004bf508982bfcaae334990e65070c791530254b9068ff4d3f16898df24988ccc0aea832b5cf_1280.jpg,https://pixabay.com/get/g54422f7b43307351bdd1676af2f30cff8f4762e404fc6681062ff98be8f6ec34fc6a2a726c0eebda84fba06830b40b49142d98e066d9757db9eb6688db513585_1280.jpg
FLUX,change,change,https://pixabay.com/get/g23cfcc102b76aee5a80315ef02df7e903c0d66ffca59bcb041ab2c279b07a02fe5d53ce48d608f691a8e9e1c13b378a6a0ec869c509be4165aac90a35c96602e_1280.jpg,https://pixabay.com/get/g59b2c64e61ab2c2eaa434194abbaf173cf45fc35d12f5c82f0b04d082dc1af61e87ae6954a1115343c6a60d88db21b7573a6f02329eb0e85b3d63706bcbfac95_1280.png
FOMENT,to stir up,provoke incite rebellion,https://images.pexels.com/photos/36650875/pexels-photo-36650875.jpeg,https://pixabay.com/get/ga08fd669fff35221f67af32fafc6c791efcffc1f15b41189373c2a46781b52022bb1b88d3e3086800c1553727e45f0c898722f47fa79bb997c03342bb31caf7d_1280.png
FORBEARANCE,patience,patience,https://pixabay.com/get/g6e435731b78716659461dd649761c5064f2b08805a15fcb8448c1d4ca021ae43d3587bcafa76fe5daedad64faf5d818d930894d9f606818071f67e80a70ac13f_1280.jpg,https://pixabay.com/get/ga7e62bbdc9a47b63379c336a52fef01989ff9bd352e55c4b29f1c819a42c5f1cbc016296b4ba6d02f0b9c523377e199ce3bd9a08a7b237eb1cecc62fc25f0f94_1280.png
FORESTALL,to prevent,prevent,https://pixabay.com/get/gfd286ea99a0833a4aa7088c4aa35be945f7f130f757baa98dc8abc4a6aaec97914dafac1b94476a850d5f59307f99f60da8efd3582c695dc8bc0025f88840812_1280.jpg,https://pixabay.com/get/gd618ac19428645c0688aea5000871274f264fab1d53c1313e314a3a0d72f1c9d7d57779a5f247d6cc7e4eaaa66ea0c92ac00f29b0921ce42e55ec52936e22d10_1280.png
FORMIDABLE,intimidating,intimidating,https://pixabay.com/get/g0dc3e5d973d6ddbff73afaf0136661863708949f945a4129da1f0f25677495cd5c0dacf3f6e9a8ad9c9bd4008a83c15fc486ba0471240616ab65b1f17e90f25d_1280.jpg,https://pixabay.com/get/gcf5794ab948c1095a3973a1e5c0d2b334549f5485a11922c02cde591ec52b27e0847df0a41ec4914399e036498c10e2f37c2e87a26eb94690a8b8e08b7288c49_1280.png
FORSWEAR,to renounce,renounce,https://pixabay.com/get/gd1b685b9228c200f1ac7027ab25f832a2cd77d768d0a84353d12943021d306aa115a0c53c9d4156242ccfbe54cccf40dce01fe13d4eda2fbb5c3d2f3d6dc8e66_1280.jpg,https://pixabay.com/get/g6db364ffab2a76691dd7b1bbfbdad1ae239fa6e0f6bb55dc03d2b3a5076055132fcb4370648a7cb08921164bdcf94c4e76ba6db769e896b0472934d70df41e48_1280.jpg
FOUNDER,to sink,sink,https://pixabay.com/get/g1794f2c581295dae88e1a2578f40b1790f7c2b6d869a72e6e9d7bd8d12227f7a17dcf291ccbe46575ae0d2b897e44e8f9cbdc42c03721a7b9b7c3cb536a4bc9b_1280.jpg,https://pixabay.com/get/g5a991cb88689355fd3cacde1273ec9c8b387212bdcc5f12088a0c211e239208c3fc636b08266ffdefab3a22c322d9e473c92411c7da9929898a94c7157d9a3f9_1280.png
FRACAS,brawl,brawl,https://images.pexels.com/photos/9395506/pexels-photo-9395506.jpeg,https://pixabay.com/get/ged5ffbcff43bd703da80fa7d80e9a6cc61f881f269e45e2c0e070407b74019c6722f2118cc324577e16141f1924fabc71ad70b855062b51c90924c8e7c005dd8_1280.png
FRACTIOUS,irritable,irritable,https://images.pexels.com/photos/21134541/pexels-photo-21134541.jpeg,https://pixabay.com/get/g20f4eea4115b6657cbbf952488d214d606213644ff50336c069251dc0e479e86f1f579b86240fcfc3c018c47ba8695fe_1280.png
FRESCO,wall painting,wall painting,https://pixabay.com/get/ge16489118896dec163cb8e819a4e751aa247fc86765b08642724e7b0135d7a6b0d2160b29dc1c51ee9e5ce8e677d3d80ca01babedeca7f279a0f4dd06928a415_1280.jpg,https://pixabay.com/get/gf932638d960f89d5d2109b6807aef7f36f01f239e415eb4aa1c6dce1b5a6ad675f4312905b20ca6db39113b191578855530391984e1d346d5927179aca2cb6a1_1280.png
FRIEZE,decorative band,decorative band,https://pixabay.com/get/g7d391c2cee0400994dbf47c691fe62facf95b9fb5ea7a6ac270701daed10b6f25a526a2f378dc083bdebdab93f58569c06d4acde74f4384f076ad50c341af129_1280.jpg,https://pixabay.com/get/g6d3801e1d954ef144980e87c9bc40488957e6affc3679c9dc6cf0eb416ebe512d845362c84b3ba8b5136105d09088fbc9f3b2144379b7a841e900cc35d20a354_1280.png
FROWARD,disobedient,disobedient,https://pixabay.com/get/gdd08bf1fa3085390d252c7ee87f2777a940bcda7925caf34b524902ddddd58e719af42e0d48ea3164b1509a077f0f35539bdcc5e3a3dde890cf98a35e44cbc11_1280.jpg,https://pixabay.com/get/gfeef64fcf9212b35a6cb6d5519db87f7faa8c866030c5a5c585d505871906ac78ea591b26a0cce50296383ffb6472ae56f224f53e5b94a71217d7e46df6b2be3_1280.png
FRUGALITY,thriftiness,frugality,https://images.pexels.com/photos/4714841/pexels-photo-4714841.jpeg,https://pixabay.com/get/ga8033717cac75c5680344c4e7cb28cbadb2e56568c73c98850a3536ed3c17ba58d6cf3e4e0e54cf09cad94efe5cc8a918bbc1ca9c848c8a88cf8f1ef54d7c003_1280.png
FULMINATE,to protest loudly,protest loudly,https://pixabay.com/get/g5fd85c7ecd7f99a58467d54c4211a6c920848b963ffcc113b529cca64453760513096f810b3da3d7f7a6f74fb241745de3c5b6e65e8ef8f8db3b0033b8c5d154_1280.jpg,https://pixabay.com/get/g9cd19d2f1a3b22c8b4a23378958905a8632b115a028964416cc69ae301a3a13ddb1642d456d3b19f48b4fc4e18d3a56cd8bf214eacd10be9e8ad5e4aa99ac25e_1280.png
FULSOME,excessive,excessive,https://pixabay.com/get/g45ee5b37a3a02a4e55d8c3913bee0038618faa13ec757169fa095b4cd48f06c7f6fbbb051c9e6c80af29c2492be8dc863ea9f6ff6bec5b412408ef74c5ad7a96_1280.jpg,https://pixabay.com/get/g00b08642d49813190804fdbea66b0ab5f2b417b682531ce15b9d0274f5ae6fe2b9bc0ca93e6a61a3d6324d226a2c1e84_1280.png
FUSION,merging,merging,https://pixabay.com/get/g301418d4a9d8434716e0da1317ad30cb2fffcaedb0b206128bdf273272fa89519e70e92e4768a3baf5ed3ec46eea905092853de1f7d7ce6d56051d8c4b7127d3_1280.jpg,https://pixabay.com/get/g2c60d694c74d654ac31f713623e553984ead017b91c6ddc61b86bbd22778d72e55cbf29da418ecebf0f986e04ce3a045_1280.png
FUTILE,useless,useless,https://pixabay.com/get/gc8245dfff2136ec2f2a8512484225e073a20a5a27ecad6153644cb4dc7bb2cd7b709f3c19d06ab5704e057da24060e7cbedb3f41da7e6e4abae82dff2f1a26d1_1280.jpg,https://pixabay.com/get/g83591993a0d5a20ae74acd10105764ab6ac886ce4630e0560434be66fe7678dae5fb37f4760e994113126b37ef0ecbad8c988bc3321d6f45223d3e2273d08450_1280.jpg
GAINSAY,to deny,deny,https://images.pexels.com/photos/8147760/pexels-photo-8147760.jpeg,https://pixabay.com/get/gcc2ed482a60501ef99911a71efc8f6b087dd40ef698216a8a4fc427f2b9e8ce437fee2070aeab20144d85141ecbaecbf6256d99d043dad4d3b303c05d81cc2ea_1280.png
GAMBOL,to frolic,frolic,https://pixabay.com/get/gadcf3170402e178ff337fa29f5e8977f2c936ef9a36c23683b14e925e9708c75fd120d018a8a128a89e20df8c960d5ae14daffe63b11bf3625d9490e579e4989_1280.jpg,https://pixabay.com/get/g051667160596a37209052649f78b0080888565bed19577a648f4e268eeb01f2a59b12288e4a90e174a32320b73a0a16b97b3763281b65ec1c5863acba4516725_1280.png
GARRULOUS,talkative,talking nonstop chatty,https://images.pexels.com/photos/9643939/pexels-photo-9643939.jpeg,https://pixabay.com/get/g85ea65235a0c239471db82788320eebea32d7014ea4394511645676c600e9b17660f1390381a0bdb6e076949fcdd0a35fbc2c97b48e4b1c865fa7d6946f4446b_1280.png
GAUCHE,clumsy,clumsy,https://pixabay.com/get/g2dd0c1f4c040edd965ba57ee8034af73f670c38ad44c800657bc9fa405efb3c47a3aa2082ae671f6b7b3dcf27723be6d317c8930d6022209527aa348db6d7aad_1280.jpg,https://pixabay.com/get/g8e3861c9f062ae53d6b858c878e4c7df3660c1cde1eb7db311965e983fba719e2f7cc195c772e9e84f7ed5d7b5df4f2bb58dc787fc48f82e7c015b685f2d3d5b_1280.png
GENIALITY,friendliness,friendliness,https://pixabay.com/get/g6b9a509a821c78a7c98618dfff4b84bdd0f561d656d6f4a387ae5e92577571941776a2039f4f2d073d56db334ce7a148d18b800001e0cc108487c079c97d3084_1280.jpg,https://pixabay.com/get/g9f17893c720b22afa99f57664237b8ec431faee71f69852f63a4e9eafa87a2fd24ae1d95e7235d235b7fcdcc0ea1e4f7786c949799a34e62f5307f742b8159e0_1280.png
GERRYMANDER,to manipulate boundaries,manipulate boundaries,https://pixabay.com/get/gafec04e6f8c8a5583da8fc83437ab191d1fe266c5e1e629a6556dbb4a8a4010608e7aaa0884d54965c38a3aa0e4ea527ecfaa8c9fe43322210a609bbfcb1229a_1280.jpg,https://pixabay.com/get/ge6617eda4c8e3273dbc2c2b90893caf1c432e031466c0cacc925386b271f97eadcb0a0f268455ece51731534609a4f7329293cef57335a8d65651a4cf2b4c5ca_1280.png
GLIB,smooth-tongued,smooth-tongued,https://images.pexels.com/photos/26689578/pexels-photo-26689578.jpeg,https://pixabay.com/get/gbb476c88935eda0a0aa8fdba91209052f8637ab091028dc92ec9fa248ff8feb07155a58fd0d0ed926ced3012fa39989e83330540a713c6730fb4be3e5377b9d5_1280.png
GOAD,to urge,urge,https://pixabay.com/get/g880bdb3e3462bc76eaa7a04b8eac5a0108d2c0cd85c4c01bc058fa809ab9a1a434b0fd04e096807179def4d5c9c3ab073403ffa15c954a4b07358364260f1000_1280.jpg,https://pixabay.com/get/gcdfe32147fcbb132ec29dfc1200004a31f87fe176c536a53280a71600e34586ebc54f24bfce710b9806c3577b5522621c2551e9f971c15a85f4667789c50c59a_1280.png
GOSSAMER,delicate,delicate,https://pixabay.com/get/ged23287611f3e3aa4beba991e65967e9f7127a4fdf0ba20b1c2673bf9fb8d6a420528f2bcf797e53279f7eaa81f223e7dc032b4080992f299bb7322b116d460e_1280.jpg,https://pixabay.com/get/ge1f236dcc5379adc889de036397d5042b79c690b3e1d6cdf42a03f3380a2218133320bf7ac84c3a02fdaed672d12fc61b9434df2e23122532f48090e30a04d11_1280.png
GOUGE,to scoop out,scoop out,https://pixabay.com/get/g5163df126e03a0369c1451cd69c192a739cce91bcb958f0be03073910e9ef13a6f4a105d7755d1f6a63534db07658c02d3119ded8f98dce3756b97c9ee2cd48d_1280.jpg,https://pixabay.com/get/gd3de33f69db954335ebcd4731fe6d3c1b549a1d45060f375adc295691a3ef077b0d840a6aad99041c90819ff7b061b9470f67f5e4cd1af4a749a0b4a4cd9593e_1280.png
GRANDILOQUENT,pompous,pompous,https://images.pexels.com/photos/27608492/pexels-photo-27608492.jpeg,https://pixabay.com/get/gfb165b18320527b2ddbe5ac310477402996c3cb94cc7aa20e05aadeab24a13115c31b7e23902ff36ece70426555e4e70884972c18df836415bceafb1c9e47c4d_1280.jpg
GREGARIOUS,sociable,social party friendly,https://pixabay.com/get/g39f1537baadcc7a26f14f8b52aa4b08409e87c5dc30db1eb7100dc7f2874afbf9cfd7ba76f03bc0d8cc859aa5df45d6b985708fcdc0c35814b8fc81d94ec6225_1280.jpg,https://pixabay.com/get/g412691564d7c299f854c740bba617309e41e05673d5c942d7679fca5133d9a53fe8d4e05e3201da8b8b7bc2d743c1f42e331bcae05c3d97564bb3b1ed7192e87_1280.png
GROUSE,to complain,complain,https://images.pexels.com/photos/7640805/pexels-photo-7640805.jpeg,https://pixabay.com/get/g85404060c8ec1bb3250dc9d67517755979c8afcb5f29a84ebcc3283dc8386e6c9f828a744ef2c9195fb2d8e5ec7e2ef105abbecf3711952a16b77b0e711d012b_1280.png
GUILE,cunning,cunning,https://pixabay.com/get/gbd3477feaebfcb48fa7f92c4e17fe07e1d36ae79f2952272254d48e207f07979b16a67a2479c190e43b4414369b05713d84bbc1fac964b443da7334200475dcf_1280.jpg,https://pixabay.com/get/ga8508122e45d3100539996c52dd62fed9490a9922f9b9e214390e46766a1be985f5bd1e61fb8f3521e91166ab0679d1226928912e6c60310e9baa5447af24e51_1280.png
GUILELESS,naive,naive,https://pixabay.com/get/g3fd86fcf47caa2b9cacf887fde049260be8766d437121b43604de198063a40323c12a3335523fc8e9334885ce958f3120fb630c12a7efbeed312b2533edad829_1280.jpg,https://pixabay.com/get/gb0afb7590e69fe51ade7b46b9028774a6e06d0795e208a92f5d37b9597d89e16af28e15982113e69f90befbb8b454eb0032e246e863b74453ad550d9a4a7d16c_1280.png
GUISE,appearance,appearance,https://pixabay.com/get/g11f6c6620ebd331d179154b1a5f7a156df524ac6375342dcf386a000040f88740ef72cfd9809fa9db2fcfb1376d810461247ca43d181918a6659bc9e0c52e9fd_1280.jpg,https://pixabay.com/get/gb7ef81797bdc6808e4d70aab9a8f256797a393eb8cf3c8422e218da0999888591b218219a29bf2d72337ed376bfb28e6152a414e5a6283e81f60bcb553d09d2f_1280.png
GULLIBLE,easily fooled,easily fooled,https://pixabay.com/get/g91fc3d5b7bc28731b496968864e6116665b59730fe7dbf7c7313914c7cd973626eecf0df0e68cc5cade089ff79b1dd5c67252a3462d1e387d6f51ecc89940399_1280.jpg,https://pixabay.com/get/ge930a2d5b7b8d01c7968d14d52211059ff3cbb6e4d199285de4000378c46ce3fe729305a37312cf0efcd8f710cbe7d764ba17afff88d2aa2c2d0c739e2eca98a_1280.png
GUSTATORY,relating to taste,relating to taste,https://images.pexels.com/photos/29387256/pexels-photo-29387256.png,https://pixabay.com/get/g935bdc0fb48704c731ac6c30ea7562f5368990d0b2fb45157dbb138c421fb6c283a119a9d26039ebb441b31103e208dbb16b3ad68f64537deb0d6df7d9b0cfad_1280.png
HALCYON,peaceful,peaceful,https://pixabay.com/get/g90b1c24cc790dfc43c57a56db0314bbb9312f07a15299f191b50279da9909d36aeaedf42f4be85ea3c7583328d84b7b53dd786fc1bb2b1610245f7b71aa9291d_1280.jpg,https://pixabay.com/get/gb6b81e144e55be498007e70687d1baa8f7ef621235b7de40c219a9e13189ed234fc8ab50f7ceca5aa36f164e8438d19622a3605702f09628baaef5360ee4b980_1280.png
HALLOWED,sacred,sacred,https://pixabay.com/get/g524303bab8d0b81e2ef693bae612f87e3bce85ccc5a72e8629478a081a11f9c9069267ac78383cc87d489ffdbdeae6e2d1ed6442715b274f012af0d851eaf7ff_1280.jpg,https://pixabay.com/get/gef3b6174222acf137b1b7040ead40867349c90256d4428b1bef5cb44899e3d0f772f7379725005a63fb172fc600fcaaf268d65ce88bcd9ba6fb68b56a62d958f_1280.png
HARANGUE,tirade,,,https://pixabay.com/get/g28b712a88b9b69eeff0b6233fb151001c9f460139e3edf255eb8af64702556e252d5a47fa0e73eacb5f6a8af4d5b876b886664af66f878aee01653b430cbdd29_1280.jpg
HARROWING,distressing,distressing,https://pixabay.com/get/g004e7032d53c9363e72824946e8c04e4b66210364875adc62d5e034983a6264ae905b163edd85b4b6ac11f0603b8ce9378ccaa61d12b4515957513a2a0fd64ce_1280.jpg,https://pixabay.com/get/ge926a2019bb70fd2ed412c2b8b86c5d03649a3eff9870ec7bdcc805a5b2da4d7d3dc0939f9d3f331ee3137f57f96db1358601369acee80f39933299437c06498_1280.png
HERBIVOROUS,plant-eating,plant-eating,https://images.pexels.com/photos/13037086/pexels-photo-13037086.jpeg,https://pixabay.com/get/gd43ce8baafb6cdcab46694ae9d9a760f9acc76cfc5c67766385bc4227a1d11796cbda95928cd0b8c3eb281af24aa5f1cd15fdb9278b7e55fc94bb59e5d52641a_1280.png
HERMETIC,sealed,sealed,https://pixabay.com/get/g5bd60e4318e63225dfc8374e54afa6284a933b3058ed291d740cd07b4bd28119f0a8e04701b32c1d3c343ad28c26a280dab731cf0d639dd12516210c88d26a93_1280.jpg,https://pixabay.com/get/g537cc2eeaf134aa62c1b75f9cb59e194d2fafaadf87464861e800e69f7ba98a51d3c23da2a39c104e4e097199fad8145aa3d3c53eb9d54523f41c30cc73fdfac_1280.png
HETERODOX,unorthodox,,,https://pixabay.com/get/g9853182be9ccca517952283125c230ce7eeeb28df43e95e8dfcbb0786dcc5db102f0d18c36a70a6c9b16f950f10c8cb8febee24c71fde869e12ab86bc417046f_1280.jpg
HEURISTIC,problem-solving,problem-solving,https://pixabay.com/get/g69425f38da6425ac4a90305298af13a1c07eea090a58be8144c9d7407fec19b50c410d1e3be913117c9a8128263914c1d7c5a09a789047ef66979d044f71b6c9_1280.jpg,https://pixabay.com/get/g4609b15dc7447e2b62f149e2f27f6bf6c03d4c7a0be8f4b64babaf43642671d894ed246343605d33ed24ce831ef9b62175fd7bc0f8a70e76287795a495bdea3f_1280.png
HIEROGLYPHICS,picture writing,picture writing,https://pixabay.com/get/geb3ad1db4b077ec0f67aee671b1ac68b6d91427e7a3d051631364b8b0f418f6c73b523ee08307ab18259f0a5510113900c111e13cf5d6a09a971159a6f17ba83_1280.jpg,https://pixabay.com/get/g494847ff48a465a58fb20842bb3a77f8989664a7b302dcc84e4b0cd8edf6a4fbc9c04ea4ac662371988b59759b51e02f5444e19b802d99e1d2fdb4cb7f95bd2b_1280.png
HIRSUTE,hairy,hairy,https://images.pexels.com/photos/17644641/pexels-photo-17644641.jpeg,https://pixabay.com/get/g1406d65b36d181b6ae74f0fa110f0e137b1d4d8b5c83e753019bd01436ecf7085c55ce2ba15884e5c4723c63f49e3b5d15daa573d7cb38621b382d3be1332f07_1280.png
HISTRIONIC,theatrical,theatrical,https://pixabay.com/get/g31a670a2bcbcdfac4fbc48376ae47ba9ed6bf57c0480b4658371cd89fc2562a69ff3404caabb6581afc5d1a71a75e875fcb0286bb079351c682b630da07ccac0_1280.jpg,https://pixabay.com/get/ge39387e359c749ffb075b5fd837def92e2a47aa703611ede70f58a86587ab5cb2528b26f98c89776733f27c010798bfeb74a9b4c84bc82d54361985ac4a03a08_1280.png
HOMEOSTASIS,stability,stability,https://pixabay.com/get/g1fab7068de42926d38072bbcc284ff74d733fe8389598721d23ff748b9db2b42ae1f2d4cf728eb222618c4126eb41b93c0a222c2fec58fd87f808a2f2b39a900_1280.jpg,https://pixabay.com/get/g2a7fa882c451fb406bf31d6f5fc64f6396ad7ad4dd7c0b6510b8258afcc631bb455dea0a9bc079fe7523836e862100b008ee552d8bf7ddf2ae2741d92b5fb7d9_1280.png
HOMILY,sermon,sermon,https://pixabay.com/get/gc9163f2fd8d7e0811458f22b359e43969c21caf15273300a058f391ac53fafee3909ba4e8bdcff95459691fac9596f40d316327876393c7ef78abe1602ba5e29_1280.jpg,https://pixabay.com/get/gb2589cfede0bbefd7ae1d89db45630c3c2a6dc6098923964fac55ee380e655f3ba350ceff9a2d8778d099358efc3d4833cf4562c623b44467d5a3113f63bfcfc_1280.png
