Word,Definition,Image_Search_Term,Image_Link,Sketch_Link
CONFIRM,to verify,checkmark verification,https://pixabay.com/get/gaf9fd9ac0b2c5a300de43dba8ebebec3207293a3b377eaa96987c42fd03de92cf25034b5d8a6cda3e2868b24411b6259e514a6e54d9e77b718888ec11d2094f2_1280.jpg,https://pixabay.com/get/g7f32d9c295801c8b92d3962fa48097aec61070ab9315a991ffba1ba1c0ca7769021f55b404f012cf84239f14be9b63c311f5c890b2fd78f0d38f2c4cb19b6c9b_1280.png
CONFLAGRATION,great fire,firecompetitioner spraying water,https://pixabay.com/get/gf5ed97cecd97cd73bb6c30c1e23232037d2826e5493fb0ff94f86cc834440700c43c563f271c8c97626eb04b509e9e7937216b5ec90e889e9b262e151011e23b_1280.jpg,https://pixabay.com/get/g5fa3405cb51a929470f027320eb189373471236c3fd4b89a94080b771705d4f9c2e489e6ae17fa7031ae81f52a9114e2c3dc86c656dff4ce080602d878ce5eba_1280.png
CONFORMITY,compliance,students in uniform,https://pixabay.com/get/g4f85e7b3da453c8c5ccce2d4824ec364fd70bf4efd15e749d8158b4c56d16d3dc15daeaf2bbd3a7c83f484d1335026045600b5f1a3131e7e81f10c9ae5125cea_1280.jpg,https://pixabay.com/get/g7aff3d7d2a74c510cb035c873ed449dd549adff924767e38efe5613eeb435efc7791054a6e5e8aa1c9caffa9eee2979b0695b01b805c781a08478f613ce5aa96_1280.png
CONFRONT,to face,two people facing each other,https://pixabay.com/get/g9d570435d1aebab428ae34b6a05dfbb0b096f4a38e7f9b18136d33ab4abb898ff7bcc974e5d80029221cd0c0021e7f1acaf5c142f309075efd17c068de720ff7_1280.jpg,https://pixabay.com/get/g19fc198fad6383590f64c96bc619a50410ac2b659cafab3c0b48283c47dd79ffd5f335f921f11a85183a62602a98126a0a5e3cb3c667ea7a4f118371fe2e5d69_1280.png
CONGEAL,to solidify,liquid becoming solid,https://pixabay.com/get/ga905e3fa957f213a7f28a948a73b1db248dff4d55d8b13f3f40312b9e068b748646d474ec119d59da31946f87c211ec3cf0593b77df74e5d27280eda2d4dfe7b_1280.jpg,https://pixabay.com/get/g6c7fe0c3831448057d1dae8739e091109cbf1b092a6c0a9927b7fb70ea71657f2a42c8ee3d9d836220bf8d72283df0670b1faf95b54aa07e42f069df7c1e75bd_1280.png
CONGENIAL,pleasant,friends laughing together,https://images.pexels.com/photos/11702792/pexels-photo-11702792.jpeg,https://pixabay.com/get/g8ba9a052876ae65fb52cc54a45b798c90f34bc7acdcaf6a843636702dd114655e53443de30bc34f782c81e5f40cc6a97_1280.png
CONNOTATION,implied meaning,word with heart around it,https://pixabay.com/get/g2c458506fc49894febea3fc41b26a1e7bf147fa2e07e268d8820e16b4cdc53930fd20b814bf86c94ab26563b7cc28cfb22b134657719ae344cc6a0ea83570aed_1280.jpg,https://pixabay.com/get/g036f7fd05cc3aeb21d2c080d08338b2edfc4846c8fc8f45c28176d4e8630271ccaf7ac9d80570af091d61e674a2373bf99a1cb4aa858538154069d7769632cf4_1280.png
CONSENSUS,general agreement,group voting thumbs up,https://pixabay.com/get/gabef2420c522fd19afa1e254572ed9b4ce1198f072b8d044786c4ab22fb013ec055463b62460bd2f5f456f78471586987615db053120f8d4f12bbeb4eaee81e7_1280.jpg,https://pixabay.com/get/gfe23f979a7927da040942517a4058b3f163c9232a2822b7e341495c708fc2c538ab30b25d3b8d333d02bb6cd923599434db3bd8cc0cbe4fc9e5e0b69ffe49673_1280.png
CONSEQUENCE,result,dominoes falling,https://pixabay.com/get/gda82d67ae12cd4a1e0c6df37c87c46dd2989bc57d33bd80437f9827e3281808b59a21f71ce2ce8ab452406577ad224cf855350e554e547951296c9803bb6cc9a_1280.jpg,https://pixabay.com/get/g3890cf4138794f2009fe540193d2606c329fe2d50eeeef9a1e5635c88aaaea5728624ab46f6efc7024e8953578c045e6963aed6c8ce22626452eaaff5c0a7d7f_1280.png
CONSISTENCY,uniformity,pouring same texture,https://images.pexels.com/photos/29039075/pexels-photo-29039075.jpeg,https://pixabay.com/get/g02aabbb1c743a280a1113d6f71d8cd7044133c2983b73f974b121b108f8b6a5a3bd2c646720ce5d47496a3f7384de9c54c543de1984b70b48cf02bf594400b79_1280.png
CONSOLE,to comfort,person comforting friend,https://pixabay.com/get/g21eee84aca806d327508d935e0ac839574124937a5125d18eca03c915fb025ae75a61253d718c34ec4ce7c7855c59b9c7141d792deef44bd743c7f5b5c616d46_1280.jpg,https://pixabay.com/get/g1d59ff54de226fac0589e5015cc44b61f54d9d2c8e3abd54897facbe355b551e62def004c0074d4a82972012813dcf154562d43b4f53ac65b6b19d55f79b52f5_1280.png
CONSOLIDATION,strengthening,merging two boxes into one,https://pixabay.com/get/gb8a6035109da9d530f09be2a9fde01c5ec37e2eaef03023ed6506c9dcaa64c2c85f6a6cff3330aa994d5fb4a8a6713e12d2b03e8858b7a117858a94d58f74d99_1280.jpg,https://pixabay.com/get/g606e0c192381424af01b8ce33a29cc1f2e4b83ce1fa5e6d2dad66bd0341498f023b647a885b9e5d6ee7372f553ea84e3_1280.png
CONSPICUOUS,noticeable,conspicuous,https://images.pexels.com/photos/29479778/pexels-photo-29479778.jpeg,https://pixabay.com/get/ge93d17529d58d94f79996d7866cf3db13051c8abeda93e749fb331dc9160bf499d5e670f21cebce87db53f789cb6d12e_1280.png
CONSTITUENT,component,ingredients of cake,https://pixabay.com/get/gda72e744c5e4ed593514acb0d200a8d5592bd5d2b4756bdcd2d0a5f16822fc2d929d54b824daa8f5805607c2d6e9b7332b16eb4de5b3aec21268d5566bfa21fc_1280.jpg,https://pixabay.com/get/gc03dfa0c4c01ac065c498e8b445bdce4707c7a35e65d1827fff66e7f33cca61d281ecf4722fd4a4139e8b5a77df302fbb672f58df14f8587124377078f5c9906_1280.png
CONSTRAINT,restriction,person in small box,https://pixabay.com/get/g813aa1e6f073b931dda5963959b56fab7b7bbe7d80f346ac21e58769611301dc35704da4287504b5a72ffd85aed2fe5f2828f5285b3071669553b415c51c6e4d_1280.jpg,https://pixabay.com/get/gab1e8795dcc55f4008fa4b869754566c7de007aa51af5aec5c0dab45cf98cb235ff92e97b262588b33341989b3fdf450a1389a96f70fcabfbb5407d6f0445df6_1280.png
CONTAGION,infection,germs spreading,https://pixabay.com/get/gaaa9ee7677f69b19b172f421d4ee4f34acc8e8d9e26594f7f00ce5b914694e07475c97d6a4857a3221f601183d9af3fa1c9862042aa4ed805ec5d32687482a8c_1280.jpg,https://pixabay.com/get/g5970823f48d76dbe2efae89d6a597d844bf0e1aebc07044316842f6e70c2e8ef52f4ac4d38bb893018a9298d1635137bf5532cd3c7caa676aa995bf275f79775_1280.png
CONTEMPT,scorn,person looking down nose,https://images.pexels.com/photos/14638899/pexels-photo-14638899.jpeg,https://pixabay.com/get/gb546128e93f3dd85240e2741f41eb862167ce0c06c1b1ccebc05c9073ba4865f831b136e1b2741446cbc43eaed5eb30564b960380d2d255adcdfa9f977e67a2f_1280.png
CONTENTION,dispute,two people arguing,https://images.pexels.com/photos/19568315/pexels-photo-19568315.jpeg,https://pixabay.com/get/g5c20fb4fc0ba81c639baa9772c0a48088d32ebd31428e3e54613b138dada812f32245ef372eedea4e8b06c7fefb55110e817c54aec311157e2db25d12b9947b7_1280.png
CONTENTIOUS,quarrelsome,debate podiums,https://pixabay.com/get/g65323f909b08a466cb1d71ff57ee2a1e977baa658636153de479ce7abe7ccfef5457ec2587e2274a6d49a9851835bb46cd19959bfa1350171e44e68615d9e762_1280.jpg,https://pixabay.com/get/gb318c9397ee503037f77030dec9e26f8cb37a8fad291c61c6d6adbee8ab883cf8861e233dc174a525793f669618c3e9aaa1df8b433c46096fc8018daeaf3fcf1_1280.png
CONTEXT,situation,sentence with surrounding words,https://pixabay.com/get/g8752f28ce2d72c8e75e2d0a272e6e541b7d97815115cdb4335d7fb38f282518e80c2f9b21909f01d799d12d2ce4b7e2000366da30fa8864681e0de64b7fda1ed_1280.jpg,https://pixabay.com/get/g16a3e0c2c80a72c7f89860c1909980da2fcd69c51d831e7351158425a166cfd3a8c32c4094eb210fff59c1195a0a24a77d5429711727d733125436d8b5aaa8af_1280.png
CONTINGENT (ADJ.),dependent,dependent,https://pixabay.com/get/g3798f704035385a0dea403be926681beb8bf54737a4654e4c069121cb1b701293509229c90978c53f6bf0fea5f7e54e3e79584dfdb1cc9ba263c63842a1aeb15_1280.jpg,https://pixabay.com/get/g7f937f76e5385d78bf26d85d35780226d8ad9af8447cbfc5d9fcc93795d5f2950791a1554bef54eca7ce1c96080cfb52299b87f93371594e7d2904e3a65b14b6_1280.png
CONTINGENT (N.),group,group,https://images.pexels.com/photos/28589009/pexels-photo-28589009.jpeg,https://pixabay.com/get/g49cd99750779b07f6f86df32d08e88011c8faaf0b6122f174b7ab5ecdaca41e4d3ec7c6627c8271d19bade21c629cbf639263a97c266decb00ddb5cbbff033ee_1280.png
CONTORTION,twisting,pretzel shape body,https://pixabay.com/get/g6510ee5883cfc18e792a74f99fa88ae71dacee595605a0efd9b4041d0c3ab2548acd6169416fefc05d6269443f042d1718173e08840e8ff2c84c18ffc8624288_1280.jpg,https://pixabay.com/get/gfe4e93708991a7d99b741957e0ce8447294987cde5b626f15088d591605bd4f43d06a656786fb080cb2d29a5de2247fb53cb97d3cd32468bbe70cb369e163d2a_1280.png
CONTRITE,remorseful,person apologizing,https://pixabay.com/get/g39169994dcfd5a9903dbbd8669d30db659b5f386a82cdbd41aced3ecbb00ab95b47b96adf1ecb3ce31e74f20fde7b3ee839b1e7dba5090352caefb033eaf562f_1280.jpg,https://pixabay.com/get/g0d8a0887f3f319cf930f190c93788a7189560b7c2bbc55095141c9926f4234443ef7b28526eab427d20364284c744279e0683439fa0fb84f3236e7a3e3e8d261_1280.png
CONVENTION,custom,people meeting in hall,https://pixabay.com/get/g00b17e238276dc043ae4b6e928938b42eaaf33b6c59ee31c41ce91adc7dee4970f027dea823f7d3709bc0dddb650b16af0608d6ffcf23fec0b58447175270008_1280.jpg,https://pixabay.com/get/g7f423b3bc16b4a430ec67651070f803f78da19d367ab8655d332526a1814440cae016f8d51c989d30b5b0ac3de182dc31a6493b1d409e042d13397ad2ece58bf_1280.png
CONVERGE,to meet,roads meeting at intersection,https://images.pexels.com/photos/19984928/pexels-photo-19984928.jpeg,https://pixabay.com/get/g4f337441757f9f96653ef016211bfda32cc883af7ca640a706da0ebf9dd12fc11c362e5c7d8ffbb3c36f32595600d8eb_1280.png
CONVERT,to change,changing water to steam,https://pixabay.com/get/gd9a3ef2fd310733b33e60527e57484e2874f722736c295a21e1ed155311d31f86b9771a1d9ea5b273eaf69a8ce08e991faabf6c75bb8e48128bc05019e6b493c_1280.jpg,https://pixabay.com/get/g76b13304d7674ba66a1b4795c5ad01d46520ab651e22b6868c0db1f226adc0a1b7f7741472f2485bbdeef421ce808c169370c1031ffc2bc8054a2ac2176ede21_1280.png
CONVICTION,firm belief,person standing firm ground,https://pixabay.com/get/g09c65f166a0e2b33d7de45ffaa6541c54082da566599d8c16f4b363749d9f125791e28e832b7b40a1253dbdb6d26c069c615616e970101e9383bc16ab0626c07_1280.jpg,https://pixabay.com/get/g8cf8321a4763bd722d9eea47ce40dadaeeb42f6e008c9ee6d914b6af8fd1a0d295c7d1fecd5ae079083256d87cb70daf_1280.png
CONVOLUTED,complex,twisted rope knot,https://pixabay.com/get/g19cbfa69fd2d410a56fc2b690acedfb69707953f1fc2d954035da62a20209ada1f2a09646765fcbe2813ad53a2e90458df8cd312e43603d8a2ed36f63d1a6613_1280.jpg,https://pixabay.com/get/gd15ac46aed2413d93e6875c430634054062f34f413590227069a3fab4dd77f2eeaee0e82c18e43e24c97581b8d6044921eb2cfee866a36745f34a715f85aea0b_1280.png
CORDIAL,friendly,cheers with glasses,https://images.pexels.com/photos/30701542/pexels-photo-30701542.jpeg,https://pixabay.com/get/g47ff24d945e5f2d4c2e58d0f26eac0d4eaa24b32718545295009c7ac39bc91f59072c12567a863f8e0164f00180af291bcc93e46adf1f2e1ac857289bcf1ff0a_1280.png
CORROBORATE,to confirm,two witnesses agreeing,https://pixabay.com/get/g75283473f5892b6ae6ea0d156dcb6e76fc6defcf95b8b504b67d0cb31dd3753413b9867c8e4f119f714a5f6c7d3412dd0fb54faa71b3e10436c6d65489e9e7bf_1280.jpg,https://pixabay.com/get/ga1462421da1b3d0f6af8f263f7930a657fa9048f376557dfb332f5310e3c574f7eb81b4eb3ce4aff027f4f9a6794ce284c5fc53c8e1bfbfac575bf5d1f0809e4_1280.png
CORROSION,rusting,rusty chain,https://pixabay.com/get/g2e8a06abe6b7aea543493407c8bc4d7d68d8b65222dc2a7c5b16745a8df519435818893944ed4ff8cad9eea4ce3c1004a2880ffd2a865a73aa799ce778d8592b_1280.jpg,https://pixabay.com/get/gee1a943b805ab3925448bae607fe53fa8031dea4c28c4f439fcb9513ec96daa3cdb39983b93690ac60f8d34b94e38b50a9532ccb605923775b4a315a63b42053_1280.png
COSMIC,universal,cosmic,https://images.pexels.com/photos/13312407/pexels-photo-13312407.jpeg,https://pixabay.com/get/g82e496c8159641a076b63ec2cfee2aeb4a1ba55c50901dd02aff78e682c1da349b1b2ee7ce2337ed61afc5a3944969d65c4cbccff7100fc3755b5b86ce31f22f_1280.png
COSMOPOLITAN,worldly,city skyline diverse,https://pixabay.com/get/gef4c6fe3f2557bcfb6d876d04abbed1cb5d6492d7a0b521c73332f951b5f804f4f52df7b47ddc533462459682bf2e819d290d89ef5502c897243c6f36a190686_1280.jpg,https://pixabay.com/get/gff7dcdb24cfabc8d72fe3ae0588e796656edec0f6b3b564ca80da5cb6cf91b2261a79f908e5103409dc6d329e4457f4e4aa486bd6052be948cae79dbed8bcd53_1280.png
COUNTENANCE,face; to approve,face; to approve,https://pixabay.com/get/g1afd2d4901c5a1337425372f5c86ce310eebde96959f7b4b4d7aa67c7e339fd55b4b93357e9f080a78c49f922b86d4888760d88e0229d19784e4ec6642c0ea6b_1280.jpg,https://pixabay.com/get/g9633eed55c15795a6b27af78f9455a22fe3596b7f2acb6640a10a55920f8cfc7ff58a7a1682c43d5f8f80ac7411cc4b44af119058d1428462ce4f598d2977305_1280.png
COVERT,hidden,spy hiding behind curtain,https://pixabay.com/get/g7d84408752cf58b6f27ea9dc0ae429a978185fe950b2fe454d090f4e212a0f8c147e875b4fd6d06fee92b56f78ca6d362a0f6fda374b083d5fb081cdbc4afd97_1280.jpg,https://pixabay.com/get/g3afb8f88f593d573cb09a95e09ae2a7a777dccfc9ed6c5b6bc24614212e84dc6c15682c49d0996e022d79fb11fb784f11e782ffd15a4a41718dae72ddd2c10b5_1280.png
COVETOUS,envious,person eyeing neighbor car,https://images.pexels.com/photos/29320944/pexels-photo-29320944.jpeg,https://pixabay.com/get/g1ec67ec84931f5c91d63c8f92a3090a6467940e43efc1a53885acf2c38f3799d2ab066d721b15a7e9ee6f3fa86f913380bb0e9aef55d7427b529deb278433032_1280.png
COWER,to shrink in fear,kitten shrinking from dog,https://pixabay.com/get/g7089787db8b1db31a50e71f8a6cb0f1e5aaf51d1bf379c31e672c01d23371938dddf0ab5f4c4927b8c583320388dc69c9915e9955e7b47f394e034e82e281a57_1280.jpg,https://pixabay.com/get/g908e8d747ba4329383f6f92e10376bb48cb98f4cc1f3c344a9ac0f9316539704e638fb985334e95f1cdd3fd3deaafcfc3a5e7333b953066090fbca64feec8817_1280.png
CRASS,vulgar,person burping at table,https://pixabay.com/get/gd8df3729f90cb2f46c38ae0ea75d477f569262d1eba2656543223697e5dca805f3e10e6663ddf24f2582c740b5452e285f50b9f89a91ada60a3f2c5a4e8f2b35_1280.jpg,https://pixabay.com/get/g2aeab30a52f2cd806a298a3be516a3c4bda9c24629253ad6d502d01702fbaa4234a56e4accd8a9e4b2353458596feb65938058a6b17a005f07196a021359e240_1280.png
CREDIBILITY,believability,certificate of trust,https://pixabay.com/get/g85c3ffc0d70d835fbbaf383b12dca23c3d60e70aa4c440e1ce11de4c8f56b5a47596d810468748c0b86748cdb8b0a88d36f5a40d6e5d59ac700da11a2645f306_1280.jpg,https://pixabay.com/get/g85de4fab210e3aba15aff23577b796136959b50872ee16cd5ac413709dfa19fe8eef017752c753c5d9e69ef502f5767e7b20ba7ee155c8b2b14a05c52ea0b4c9_1280.png
CREDULITY,gullibility,person believing obvious trick,https://images.pexels.com/photos/3762802/pexels-photo-3762802.jpeg,https://pixabay.com/get/g98ffda2f993d4caa570d70070384cee485438ad3d66ce6e356fbfaf947949e028e6d3a28b0ae0c6707e17b94a15118ea5717d8207c31d7dc19f5c0d39485bd2e_1280.png
CRITERION,standard,checklist with marks,https://pixabay.com/get/g111ad5613feca87fc1e98c04f2698720174f211ceae139e193571c4a1e3060c25e62ba6ab7d70a688480f123f01cd636c71be77fdf33b557adba4ecfdc1f89c2_1280.jpg,https://pixabay.com/get/ga3cefd43daed93867184fad0a18d7a001913ba0cf6e804cd5e4318d9cbd0f76a03fdd9cbb1d0dd600a84f7c2d06b96c5cc8bce02654e5da1b3664bb479774d6e_1280.png
CRYPTIC,mysterious,mysterious symbols code,https://pixabay.com/get/g2396df65e96ee72275ecb8e066b41c33697ce1e43b012babba33115c7114f61a76452402565fb0cf2521cc00c5554db1d3ce46dbb5217769ea2b187981a9e2d9_1280.jpg,https://pixabay.com/get/g5cc61344651a746da2eee720fd48fadf8a35de3bc2a68c89b3a9a21a50667358ff510a24e511adf237c406733a565d25d99eddf4e7e4cb9c27a4b57ef244011a_1280.png
CULINARY,cooking-related,chef cooking food,https://pixabay.com/get/gc85f0e4eb4df66b27be3b3aeacfe35a7c3924ebcc8bf0e4a6ceb9885c3ed23bf3566bee9bb70e9cfecad2287ab50ca141d422b477e986452123b8d06af5a58b8_1280.jpg,https://pixabay.com/get/g553970de409a8fb4287ec3d282c598f682ecac8763732b4d1e985417eb2781101cc8b22c497b4df643fca35493b7a1e335c8ec7dfa11609639bc1c2aacb3e486_1280.png
CULL,to select,selecting best apples,https://images.pexels.com/photos/6337264/pexels-photo-6337264.jpeg,https://pixabay.com/get/g5210a6c8a87e329090a61ccc0cb8876670948f6869980157633394ba7df675391105d9c246a71dd48dfb25d8b17d7d4f91c498d84ecbc42787618acab8d77a1a_1280.png
CULMINATION,peak,rocket reaching space,https://pixabay.com/get/g9eec73b51e191cd8bc612f8b638990aa530f93b40d6140ba48c0c9eadba8abc2b6cfa3dc5105f70411f64d75115c3b1f_1280.jpg,https://pixabay.com/get/g825d636c2220293889a6aecfa77d71134fb7b98c5bcddbc3536db7d1361ed07a308ffe1c5b6819ec3e87bf985e955424853a642b968c9f70a298fa2daf7f43ec_1280.png
CULPABLE,blameworthy,fingerprint on evidence,https://pixabay.com/get/gef0f7d0318bedd4f2fc7725f7cd0eff950c20ca37afd5fb6dd025b2d098059b96c660593ed8a672f392c741a39d689a49d00bfb605f0fb722a6e52a026c7daf9_1280.png,https://pixabay.com/get/g5e359355b360fdbce28223379f4a363961ef6442b2ebda8de3c5bd7c7445ed0ddc3fc383a1e0af481e6b332e8fc90cae899b2216c4f84810665243ce25aee234_1280.png
CUMBERSOME,burdensome,person carrying large box,https://pixabay.com/get/g4070adf1501edb44cf0f56dbea146737b8fbbb610a9ccad07f9a9289ad77bc3a2ebebc3223e714e9509ec1f6cdab52cd23fc8d8dbdcb3cc614536611b7361212_1280.jpg,https://pixabay.com/get/g4277ba5abdcecdaa93fd0b5038ad14de4d4a55fdf4301680b3c90aaf6a41d25b7522b2359568a4e10fc3a091fd1ca7d689dc969ff8459f9fa3f6b7c65300b53e_1280.png
CURB,to restrain,hand pulling back leash,https://images.pexels.com/photos/33385818/pexels-photo-33385818.jpeg,https://pixabay.com/get/ga250d3ef202f4948b6d4c912343fb82e851d213b4a8368f2ab4f11613c68946862db9d2e7aaad64132d043e4e58d247f5ccbcbd135d1ad3cd95c12a16039b607_1280.png
CURSORY,hasty,quick glance at book,https://pixabay.com/get/g5b9d1d845b24cfa26ed0ac783b9f56f957546c473d5df6091daef6ff162c46bf6fb84641bcd63b4cb4d2a9aa79b8bbe9eb527cfc03e492f082fc37b34eac1066_1280.jpg,https://pixabay.com/get/gdf247ddc56f91733cc9b9fe5c3f0391e33f657f63b27d2b00ab48a4cf5dbe62add237b9aba02cf8bfe856aee956669b4599f74d1cfe7ae4b272e44570f98f717_1280.png
CURTAIL,to shorten,cutting rope shorter,https://pixabay.com/get/ga210f6dcd2408cba06312042ba8bc3f26814d297789ffdfa7bb9f4cbc112fd058442036c61821f23fd76d2cd8bc8371af6ecc0b659a2692501b87dfb3c47d95c_1280.jpg,https://pixabay.com/get/gc57c1248154f5a671c63d5e142bb15ee3b4cda51241a7737e527a0a27cf00fbf0bcf073f32c7310203b0004f6c9629ef_1280.png
CYNICAL,distrustful,person rolling eyes,https://pixabay.com/get/gdcbc8fc2c1500c786ed9b4de24e1b87532b078b79a04da715e0e24abd82e2f9e8b69b3b46964be8ab22247f8e7f6ac9f83d6cec80dc0fc0579ddd786ab53bae9_1280.jpg,https://pixabay.com/get/gb7310a64c3813bc8c58f220b38afaaed933d07bb7a467d13175a01ee2eac50996434110533f340dea43305223f84a5b8ede71217521af2cf2fdccf0f6faa1134_1280.png
DABBLE,to play at,toes in water,https://images.pexels.com/photos/33456401/pexels-photo-33456401.jpeg,https://pixabay.com/get/g6f504628905d9d4d0c94e1134ba2b60c96f8676226079ce8819d184ed2fbbd78e2c2dbb1b233270e6f1740364e19f1edff520bdea8274e65e58443a43ef8eac5_1280.png
DAUNT,to intimidate,small mouse facing large cat,https://pixabay.com/get/gb3b7719e93a6474e64c7bbfc470a291dab07989b569c0c7fc7d6bb060a11857c4dcb95538fd987e38964e83d1172095d94091f5fefcd2af4261f5580429912a5_1280.jpg,https://pixabay.com/get/g764c9aaac7a98c463db56e1ab702192718980263d6b4f55e14fc32eb79c72651484376b37ab35ca572e842eeb244d5c6f8862817b3e9c424cececba29fba222a_1280.png
DAWDLE,to waste time,slow turtle racing,https://pixabay.com/get/gc5725f5a285ab8680dec63e88373ea96f7d45ea3ee35edfd4b072fdc38d8280f93d455ad6840c8bb46d4efba157d1fe6cd37cd3241f0a71658c15464c6091ce1_1280.jpg,https://pixabay.com/get/gd457a368f49d4cc73340bbd61051c6c4aa2a6f12b01b8f5a9bed3c1fe3eaad26a282ac329a7abdf57cca9b634743e7f46c8d9bfaa61088c45ead93ff102f4bb2_1280.png
DEARTH,scarcity,empty refrigerator,https://pixabay.com/get/g36b845803f906d1294ac2e62f8300a88094c4ee327b8dcb8913e6f415641125000b6a6c473637dcf8e286a4f4857b00966f303756cb6a0bff23c2e93eb72220e_1280.jpg,https://pixabay.com/get/gbf45e609c8f56279341036a5b7b46b28c190ad708484e2998400815363d2fedbc510562a4082481a0b48006d29ee9922935d5565ece91a5f37a2ac125520d6eb_1280.png
DEBASE,to lower,dirty money,https://images.pexels.com/photos/28552621/pexels-photo-28552621.jpeg,https://pixabay.com/get/g5f4bf6a0e766ad3db9c71506ad196dee832dabd1aecd5df2e38c8d31c644aa10be14790836984a687bd75cd1b18bcc54b39b80ebec35f9c0ace2c2f58cbf8976_1280.png
DEBILITATE,to weaken,person with broken leg,https://pixabay.com/get/gec4d08c7cb082a108b8f47da7c3f33be20cb7cd93c650bb5e32f3cc97d93231635cad06f1ae13c4fd460c52faa0ed768e9ffe8bd4e219d16f06d2e0399d605f8_1280.jpg,https://pixabay.com/get/gceb8cfcbe1fcbfe0dfe3eaca60bd4872a60e739465034216187127b025c8e7427c06dd371ceb6bfe32277ac04c36e76097feb707dfb7568da01d971c376486f9_1280.png
DECADENCE,moral decay,rich chocolate cake,https://pixabay.com/get/gc07455806c3051310609bb1e77828d9f7b4fc4dfcc89a7f404ee577f03811a4ae7786ac8e5f8d4a9d66ed5ce8d68bcaf1995af7783eed63e1a53934ed42e7149_1280.jpg,https://pixabay.com/get/g14b3854872d1879f9c49c4a3d4e1d93637cbfbeb363ba7f9c663e073dc604074dc6f1e3a41f07b9874143a931001783084b49897bba577a7169494847fdef13a_1280.png
DECIPHER,to decode,decipher,https://images.pexels.com/photos/37109655/pexels-photo-37109655.jpeg,https://pixabay.com/get/gc29d425e63facc7fb573aeaf0707392656a80fbb5df0fac51c13f3b64fd9f2afbfaade13b222795556ca05cef97ab4d04a826ace2604d6e82475850846603419_1280.png
DECOROUS,proper,polite tea party,https://pixabay.com/get/gfe36983e73433a037c1cdb18b7e67b92dff38ad4ac0ee7bb6f247dc92f4bb4eaec06ba6e7dede3ab757ba5ccef703d9ded8f454e87a47de04a46371cfa77b51a_1280.jpg,https://pixabay.com/get/g15de8c174d67f8864c7d47fd22525260c0f5c1e8a313b0d981b1c981ae8b2236b139577da86ef517375bae9010338ace840ca91ddb6d2e94beefdc6bf71f528b_1280.png
DECOY,lure,fake duck hunting,https://pixabay.com/get/g79f00970a20848c29d923c089ae25040eeabd3ce93da4d3b6365bb6b12f6da35892fe807881c2161c6721ef6bb3fdb20241db5917f4730e2ec573dc70b98343b_1280.jpg,https://pixabay.com/get/g60f2f1b7e61aa48913ffb400a5685005f133fa5ed5b5c560f523e250b06ee78519a8173eb3ccdc7ae6ac3ba12684de43_1280.png
DECRY,to denounce,person shouting protest,https://pixabay.com/get/ge7db09bbcf59389bfdf592042756a0e6961b6f0da26da5ff182dadfbaa53dab86bdd4425fc7ca6c86288ce83cc621d08d1e7aedec5db176a16efb2a4b4106bfe_1280.jpg,https://pixabay.com/get/g8e0310269789b841c7d4377b1cbb1e4f47cc0d3f275b540085748d1ba5121c8e787e83b09ece442fee67f3a6fffb1045_1280.png
